Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
Weathering with You,PG,9/12/19,Animation,Released,Language,"$186,965,409.00 ",112
Jeepers Creepers,R,12/1/01,Horror,English,"$10,000,000.00 ","$59,217,789.00 ",90
Men in Black: International,PG13,6/13/19,Comedy,English,"$110,000,000.00 ","$252,608,480.00 ",115
Insidious,14A,9/13/10,Horror,English,"$1,500,000.00 ","$97,009,150.00 ",103
The Gentlemen,M18,2/27/20,Comedy,English,"$22,000,000.00 ","$115,171,795.00 ",113
The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,12/10/10,Adventure,English,"$155,000,000.00 ","$415,686,217.00 ",113
Need for Speed,12,3/13/14,Action,English,"$66,000,000.00 ","$203,277,636.00 ",132
The Lion King 1½,G,2/9/04,Family,English,-,"$1,465.00 ",77
Titanic 666,15,4/15/22,Thriller,English,-,-,91
Child's Play 3,R,8/30/91,Horror,English,"$13,000,000.00 ","$20,560,255.00 ",90
What Happened at the Carpenter's Shop,19+,3/5/20,Romance,일,Released,$7.00 ,75
Red Shoes and the Seven Dwarfs,PG,9/18/20,Animation,English,-,"$10,054,356.00 ",92
Pokémon the Movie: I Choose You!,PG,11/23/17,Family,キミにきめた！,Released,"$37,552,144.00 ",98
Den of Thieves,R,1/19/18,Action,English,"$30,000,000.00 ","$80,509,622.00 ",140
Night at the Museum: Secret of the Tomb,PG,12/19/14,Adventure,English,"$127,000,000.00 ","$363,204,635.00 ",98
The Purge: Anarchy,R,9/17/14,Horror,English,"$9,000,000.00 ","$111,928,365.00 ",104
Life,R,3/24/17,Horror,English,"$58,000,000.00 ","$100,541,806.00 ",104
Hansel & Gretel: Witch Hunters,R,1/24/13,Fantasy,English,"$50,000,000.00 ","$226,349,749.00 ",88
TRON: Legacy,PG,12/17/10,Adventure,English,"$170,000,000.00 ","$400,062,763.00 ",125
The Takedown,R21,5/6/22,Comedy,périph,Released,-,119
Groot's Pursuit,PG,8/10/22,Animation,English,-,-,
Trolls World Tour,PG,3/12/20,Family,English,-,"$47,000,000.00 ",90
Ballerina,G,2/24/17,Animation,English,"$30,000,000.00 ","$2,351,359.00 ",89
Sex and the City,R,5/30/08,Comedy,English,"$65,000,000.00 ","$415,252,786.00 ",145
Along with the Gods: The Last 49 Days,12,8/1/18,Fantasy,Status,Original,"$112,790,210.00 ",141
A Haunted House 2,R,4/18/14,Comedy,English,"$4,000,000.00 ","$25,343,661.00 ",87
A Tale of Two Sisters,12,6/13/03,Drama,Status,Original,"$1,062,878.00 ",115
Léon: The Professional,12,9/14/94,Crime,English,"$16,000,000.00 ","$45,284,974.00 ",111
Poseidon,PG-13,5/11/06,Adventure,English,"$160,000,000.00 ","$181,674,817.00 ",98
Zombieland,R,10/8/09,Comedy,English,"$23,600,000.00 ","$102,391,540.00 ",88
Ford v Ferrari,PG13,11/14/19,Drama,English,"$97,600,000.00 ","$225,508,210.00 ",153
The Greatest Showman,PG,12/20/17,Drama,English,"$84,000,000.00 ","$432,844,677.00 ",105
Hole-in-law 2,19+,9/11/20,Drama,Status,Original,-,63
There Are No Saints,18+,5/27/22,Action,English,-,-,105
Friend's Mothers,,7/5/18,Romance,Released,Language,-,74
Shaolin Soccer,PG,7/12/01,Action,Released,Language,"$42,776,760.00 ",113
Dark Spell,16+,2/11/21,Romance,венчание,Released,"$532,054.00 ",92
Alibi.com 2,TP,2/8/23,Comedy,French,-,-,88
Legend,M18,10/29/15,Crime,English,"$25,000,000.00 ","$42,972,994.00 ",132
The Untold Story 2,Cat III,4/25/98,Thriller,Released,Language,-,90
Django Unchained,R,1/24/13,Drama,English,"$100,000,000.00 ","$425,368,238.00 ",165
65,,3/9/23,Science Fiction,Language,Budget,-,
Bolt,PG,12/4/08,Animation,English,"$150,000,000.00 ","$309,979,994.00 ",98
Noise,PG13,1/11/23,Drama,Released,Language,-,104
Edge of Tomorrow,PG-13,6/4/14,Action,English,"$178,000,000.00 ","$370,541,256.00 ",114
The Boy in the Striped Pyjamas,PG-13,11/7/08,War,English,"$12,500,000.00 ","$20,416,563.00 ",94
Everybody Hates Johan,16+,3/25/22,Comedy,Johan,Released,-,100
Never Back Down: No Surrender,R,6/7/16,Drama,English,-,-,101
Down,R,2/1/19,Horror,English,$1.00 ,-,82
Extraction,NC16,4/24/20,Drama,English,"$65,000,000.00 ",-,116
The Protégé,R,12/31/21,Action,English,-,"$8,639,684.00 ",109
Halfaouine: Boy of the Terraces,U,9/14/90,Comedy,Status,Original,-,98
Perfume: The Story of a Murderer,R,1/5/07,Crime,English,"$60,000,000.00 ","$135,039,924.00 ",147
Fantastic Four,PG-13,8/6/15,Action,English,"$120,000,000.00 ","$167,977,596.00 ",100
The Last Duel,R21,10/14/21,Action,English,"$100,000,000.00 ","$30,500,000.00 ",153
Peter Rabbit 2: The Runaway,G,3/25/21,Family,English,"$45,000,000.00 ","$153,000,000.00 ",93
Ocean's Eight,PG-13,6/8/18,Crime,English,"$70,000,000.00 ","$297,718,711.00 ",111
Malignant,M18,9/9/21,Horror,English,"$40,000,000.00 ","$34,892,041.00 ",111
The Haunting of Helena,NR,6/21/13,Horror,English,-,-,87
Dragon Ball GT: A Hero's Legacy,PG,3/26/97,Animation,勇気の証しは四星球,Released,-,
Batman Begins,PG,6/16/05,Action,English,"$150,000,000.00 ","$374,218,673.00 ",140
The Deer King,R,2/4/22,Animation,Status,Original,-,113
Barbie: Princess Charm School,G,10/13/11,Family,English,-,-,79
Mummies,PG,1/19/23,Adventure,Spanish;,Budget,-,88
Nocturnal Animals,R,12/1/16,Drama,English,"$22,500,000.00 ","$29,252,978.00 ",117
Who's a Good Boy?,M18,11/23/22,Comedy,Status,Original,-,95
The Shining,R,10/31/19,Horror,English,"$19,000,000.00 ","$44,781,695.00 ",144
Spiral: From the Book of Saw,R21,5/13/21,Horror,English,"$20,000,000.00 ","$40,618,920.00 ",93
Raped by an Angel 2: The Uniform Fan,Category III,3/6/98,Horror,Released,Language,-,89
Yu Pui Tsuen II,,10/1/87,Drama,Released,Language,-,90
Dragon Ball Z: Bio-Broly,PG,7/9/94,Animation,Status,Original,"$19,500,000.00 ",
The Predator,R,9/14/18,Science Fiction,English,"$88,000,000.00 ","$160,542,134.00 ",107
Indiana Jones and the Last Crusade,PG-13,5/24/89,Adventure,English,"$48,000,000.00 ","$474,171,806.00 ",127
Die Hard,R,7/15/88,Action,English,"$28,000,000.00 ","$140,767,956.00 ",131
Princess Principal Crown Handler: Chapter 1,16,2/11/21,Animation,Handler,Status,-,
Friends with Benefits,R,7/21/11,Romance,English,"$35,000,000.00 ","$149,542,245.00 ",109
She Said,NC16,11/24/22,Drama,English,"$32,000,000.00 ","$10,632,378.00 ",129
Tears of the Sun,R,3/7/03,War,English,"$75,000,000.00 ","$86,468,162.00 ",121
Se7en,M18,2/15/96,Crime,English,"$33,000,000.00 ","$327,311,859.00 ",127
Planet of the Apes,PG-13,8/9/01,Thriller,English,"$100,000,000.00 ","$362,211,740.00 ",119
Indemnity,16,2/11/22,Action,Status,Original,-,124
Redcon-1,18,9/28/18,Action,English,-,-,117
Dragon Ball Z: Lord Slug,PG,3/19/91,Action,Status,Original,"$16,400,000.00 ",
God's Not Dead: A Light in Darkness,PG,3/30/18,Drama,English,-,"$5,728,940.00 ",105
Intercourse: Special Sister-In-Law,18,11/7/19,Romance,특별한,무삭제,-,
Beneath the Surface,NR,4/1/22,Fantasy,English,-,-,93
The Heat,R,6/27/13,Action,English,"$43,000,000.00 ","$158,674,180.00 ",117
Midsommar,R21,9/19/19,Horror,English,"$9,000,000.00 ","$47,980,982.00 ",147
Run Sweetheart Run,M18,10/28/22,Thriller,English,-,-,103
Scream 2,R,12/12/97,Horror,English,"$24,000,000.00 ","$172,363,301.00 ",
Gods of Egypt,PG-13,3/10/16,Action,English,"$140,000,000.00 ","$150,680,864.00 ",127
Men in Black,PG-13,7/31/97,Action,English,"$90,000,000.00 ","$589,390,539.00 ",98
Madrid  1987,12,9/22/11,Drama,Spanish;,Budget,-,104
Aliens vs Predator: Requiem,R,12/25/07,Fantasy,English,"$40,000,000.00 ","$130,290,885.00 ",94
Norbit,PG-13,2/8/07,Comedy,English,"$10,000,000.00 ","$159,313,561.00 ",102
Jeepers Creepers 3,NR,9/26/17,Horror,English,"$6,200,000.00 ","$3,600,000.00 ",100
Naruto Shippuden the Movie: The Lost Tower,PG-13,7/31/10,Adventure,-ナルト-,ザ・ロストタワー,"$8,500,000.00 ",85
R.I.P.D.,PG-13,7/19/13,Fantasy,English,"$130,000,000.00 ","$61,648,500.00 ",96
Unbroken: Path to Redemption,PG-13,9/14/18,Drama,English,-,-,98
Adultery Alumni Association 2,19+,2/18/19,Drama,2,Released,-,73
Brazen,R21,1/13/22,Thriller,English,-,-,94
One Piece Film: GOLD,PG-13,7/23/16,Action,GOLD,Released,"$66,207,073.00 ",
Hitman: Agent 47,R,8/20/15,Action,English,"$35,000,000.00 ","$81,967,450.00 ",96
Josee  the Tiger and the Fish,PG,12/25/20,Animation,Released,Language,-,98
My Neighbor Totoro,G,4/16/88,Fantasy,Released,Language,"$45,000,000.00 ",86
Sinjar,,7/1/22,Drama,English,-,-,128
28 Days Later,M18,9/28/03,Horror,English,"$5,000,000.00 ","$85,720,385.00 ",113
All About Lily Chou-Chou,,10/6/01,Drama,Released,Language,-,146
Looop Lapeta,NC16,2/4/22,Action,Status,Original,-,131
Major Grom: Plague Doctor,PG,7/7/21,Action,Чумной,Status,"$4,493,306.00 ",136
The Ten Commandments: The Movie,12,1/28/16,Drama,Mandamentos:,Filme,"$37,070,177.00 ",
Rio 2,G,4/10/14,Adventure,English,"$103,000,000.00 ","$500,188,435.00 ",101
Fear Street: 1994,R21,7/2/21,Mystery,English,-,-,107
Charlie's Angels: Full Throttle,PG-13,6/27/03,Action,English,"$120,000,000.00 ","$259,175,788.00 ",106
Raped by an Angel,Category III,5/27/93,Thriller,Released,Language,-,95
The Jungle Book,PG,4/14/16,Family,English,"$175,000,000.00 ","$966,550,600.00 ",106
Malena,T,10/27/00,Drama,Released,Language,"$14,493,284.00 ",109
Irreversible,16,5/22/02,Drama,Released,Language,"$792,200.00 ",98
Dive,M18,11/18/22,Drama,Status,Original,-,95
Spartacus,PG-13,10/13/60,History,English,"$12,000,000.00 ","$60,000,000.00 ",197
Whitney Houston: I Wanna Dance with Somebody,M18,12/29/22,Drama,English,"$50,000,000.00 ","$41,000,000.00 ",144
The Final Destination,R,8/28/09,Horror,English,"$40,000,000.00 ","$186,167,139.00 ",82
Umma,PG-13,3/18/22,Horror,English,-,"$2,118,582.00 ",83
Sexo,,8/21/01,Comedy,English,-,-,
Fib the Truth,18+,9/9/21,Drama,правду,Released,-,89
The Purge: Election Year,R,7/1/16,Action,English,"$10,000,000.00 ","$118,587,880.00 ",105
Ocean's Eleven,PG-13,12/16/01,Thriller,English,"$85,000,000.00 ","$450,717,150.00 ",116
The Deep House,NC16,11/18/21,Horror,English,-,"$1,900,000.00 ",85
Despicable Me 3,PG,6/15/17,Action,English,"$80,000,000.00 ","$1,031,552,585.00 ",96
Jack the Giant Slayer,PG-13,2/28/13,Fantasy,English,"$195,000,000.00 ","$197,687,603.00 ",114
Enchanted,PG,11/20/07,Comedy,English,"$85,000,000.00 ","$340,487,652.00 ",107
One Hundred and One Dalmatians,G,1/25/61,Adventure,English,"$4,000,000.00 ","$85,000,000.00 ",79
Hot Hair Salon,19+,9/4/20,Drama,Status,Original,-,70
A Not So Merry Christmas,M18,12/20/22,Comedy,Navidad,Released,-,99
Scream 4,R,4/15/11,Horror,English,"$40,000,000.00 ","$97,231,420.00 ",111
Saint Seiya: Evil Goddess Eris,12,7/18/87,Action,Released,Language,-,
Laruan,R-18,12/16/22,Drama,Tagalog,-,-,86
War of the Worlds,PG-13,6/29/05,Adventure,English,"$132,000,000.00 ","$603,873,119.00 ",117
Last Night in Soho,M18,11/25/21,Horror,English,"$43,000,000.00 ","$22,957,625.00 ",117
White Noise,NC16,12/30/22,Comedy,English,"$100,000,000.00 ","$71,476.00 ",136
Jack Reacher: Never Go Back,PG-13,10/21/16,Action,English,"$60,000,000.00 ","$162,146,076.00 ",118
Cloudy with a Chance of Meatballs 2,PG,10/3/13,Animation,English,"$78,000,000.00 ","$248,384,621.00 ",95
Hunter Killer,15,10/19/18,Action,English,"$40,000,000.00 ","$31,672,678.00 ",121
Men in Black 3,PG-13,5/24/12,Action,English,"$225,000,000.00 ","$624,026,776.00 ",106
Crazy Fist,,5/6/21,Action,Released,Language,-,97
The Fifth Element,PG-13,5/15/97,Adventure,English,"$90,000,000.00 ","$263,920,180.00 ",126
Three Thousand Years of Longing,M18,9/1/22,Fantasy,English,"$60,000,000.00 ","$19,145,392.00 ",108
Son of the Mask,PG,2/18/05,Fantasy,English,"$84,000,000.00 ",-,94
Olympus Has Fallen,R,4/11/13,Action,English,"$70,000,000.00 ","$161,025,640.00 ",
Rise of the Planet of the Apes,PG-13,8/4/11,Thriller,English,"$93,000,000.00 ","$482,860,185.00 ",105
Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,NR,5/24/22,Animation,English,-,-,79
The Expendables 3,PG-13,8/13/14,Action,English,"$95,000,000.00 ","$214,700,000.00 ",126
Nothing Serious,15,11/24/21,Romance,로맨스,Released,-,95
Beauty Salon: Special Services 4,,12/1/22,Romance,특별한,4,-,
Cloverfield,PG-13,1/17/08,Action,English,"$25,000,000.00 ","$170,764,026.00 ",85
An Egg Rescue,A,8/12/21,Animation,de,Status,"$3,500,000.00 ",89
Snake Island Python,,2/24/22,Drama,Released,Language,-,77
Corpus Christi,R21,8/6/20,Drama,Status,Original,-,116
Edward Scissorhands,PG-13,12/7/90,Fantasy,English,"$20,000,000.00 ","$53,000,000.00 ",105
Jigsaw,R,10/27/17,Horror,English,"$10,000,000.00 ","$102,952,888.00 ",92
The Amazing Maurice,PG,2/3/23,Animation,English,"$17,000,000.00 ","$3,901,839.00 ",93
Foxter and Max,U,9/19/19,Adventure,Макс,Released,-,
Gasoline Alley,R,2/25/22,Action,English,-,-,97
Alice Through the Looking Glass,PG,5/26/16,Adventure,English,"$170,000,000.00 ","$299,457,024.00 ",113
Jaws,PG,6/10/21,Horror,English,"$7,000,000.00 ","$470,653,000.00 ",124
American Pie 2,R,11/8/01,Comedy,English,"$30,000,000.00 ","$287,553,595.00 ",108
Final Destination 2,R,1/31/03,Horror,English,"$26,000,000.00 ","$90,941,129.00 ",90
Carriers,PG-13,9/4/09,Action,English,-,"$5,802,422.00 ",84
Ghost,PG-13,7/12/90,Fantasy,English,"$22,000,000.00 ","$505,000,000.00 ",127
Hellboy,M18,4/11/19,Fantasy,English,"$50,000,000.00 ","$44,664,690.00 ",121
Black Crab,M18,3/18/22,Action,Status,Original,-,109
All the Old Knives,M18,4/8/22,Thriller,English,-,-,101
Now You See Me,PG-13,6/6/13,Thriller,English,"$75,000,000.00 ","$351,723,989.00 ",116
Gifted,PG-13,4/12/17,Drama,English,"$7,000,000.00 ","$40,343,446.00 ",101
Gunpowder Milkshake,M18,7/22/21,Action,English,"$30,000,000.00 ","$1,015,760.00 ",114
Fantastic Beasts: The Crimes of Grindelwald,PG-13,11/16/18,Fantasy,English,"$200,000,000.00 ","$654,855,901.00 ",134
Career Opportunities,PG-13,3/29/91,Romance,English,"$6,000,000.00 ","$11,336,986.00 ",83
Ghost Rider,PG-13,2/16/07,Thriller,English,"$110,000,000.00 ","$228,738,393.00 ",114
Once Upon a Snowman,G,10/23/20,Animation,English,-,-,
Barbie in The 12 Dancing Princesses,G,9/19/06,Animation,the,Dancing,-,83
The Thing,R,6/25/82,Horror,English,"$15,000,000.00 ","$19,629,760.00 ",109
Life of Pi,PG,11/29/12,Adventure,English,"$120,000,000.00 ","$609,016,565.00 ",127
The Harder They Fall,M18,11/3/21,Western,English,-,-,139
Bright: Samurai Soul,NC16,10/12/21,Animation,Status,Original,-,80
American Siege,R,1/7/22,Action,English,-,-,90
It Follows,R,9/24/14,Horror,English,"$2,000,000.00 ","$14,674,076.00 ",101
Unhinged,NC16,7/30/20,Action,English,"$33,000,000.00 ","$39,238,300.00 ",90
The Road to El Dorado,PG,3/31/00,Family,English,"$95,000,000.00 ","$76,432,727.00 ",89
Infinite Storm,R,3/25/22,Drama,English,"$4,749,917.00 ","$1,564,696.00 ",97
Back to the Outback,PG,12/10/21,Animation,English,-,-,92
Limitless,PG-13,3/8/11,Thriller,English,"$27,000,000.00 ","$161,849,455.00 ",105
Chicken Little,G,11/4/05,Animation,English,"$150,000,000.00 ","$314,432,665.00 ",81
Event Horizon,M18,10/30/97,Horror,English,"$60,000,000.00 ","$26,673,242.00 ",96
The Interview,R,12/25/14,Action,English,"$44,000,000.00 ","$12,342,632.00 ",113
Casino Royale,12,11/16/06,Adventure,English,"$150,000,000.00 ","$599,045,960.00 ",144
The Mystic Nine: Begonia from Qingshan,,2/10/22,Action,Released,Language,-,74
Pitch Perfect 2,PG-13,5/15/15,Comedy,English,"$29,000,000.00 ","$287,506,194.00 ",115
Call Jane,NC16,2/23/23,Drama,English,-,-,121
BTS: Permission to Dance on Stage - LA,ALL,9/8/22,Music,TO,온,-,130
The A-Team,12A,7/28/10,Thriller,English,"$110,000,000.00 ","$177,238,796.00 ",117
Female Urologists 2,19+,2/20/20,Drama,2,Released,-,71
Insidious: Chapter 2,PG-13,9/13/13,Horror,English,"$5,000,000.00 ","$161,000,000.00 ",106
Broker,12,6/8/22,Drama,Released,Language,"$14,900,000.00 ",129
Zombieland: Double Tap,M18,10/31/19,Comedy,English,"$42,000,000.00 ","$122,801,777.00 ",99
Pamasahe,R-18,12/9/22,Drama,Tagalog,-,-,104
The In Between,NC16,4/8/22,Romance,English,-,-,116
13 Hours: The Secret Soldiers of Benghazi,R,2/18/16,War,English,"$50,000,000.00 ","$69,411,370.00 ",144
Paul  Apostle of Christ,PG-13,3/28/18,Drama,English,"$5,000,000.00 ","$22,525,668.00 ",108
Captain America: The Winter Soldier,PG-13,4/3/14,Action,English,"$170,000,000.00 ","$714,766,572.00 ",136
Queen of Spades,NR,6/11/21,Horror,English,-,-,91
Adanis: Kutsal Kavga,12,3/11/22,Drama,Turkish,-,"$568,828.00 ",122
Predestination,MA15+,8/28/14,Science Fiction,English,"$5,500,000.00 ","$4,942,449.00 ",97
Scream 3,R,2/3/00,Horror,English,"$40,000,000.00 ","$161,834,276.00 ",116
Saint Seiya: Legend of Sanctuary,L,6/21/14,Action,of,Status,"$17,150,803.00 ",93
Bruce Almighty,PG-13,5/29/03,Fantasy,English,"$80,000,000.00 ","$484,592,874.00 ",101
La Querida,,2/10/23,Drama,Tagalog,-,-,
La La Land,PG-13,12/1/16,Comedy,English,"$30,000,000.00 ","$447,407,695.00 ",129
Lady and the Tramp,G,6/22/55,Family,English,"$4,000,000.00 ","$36,359,037.00 ",76
The Punisher,M18,6/10/04,Action,English,"$33,000,000.00 ","$54,700,105.00 ",124
AINBO: Spirit of the Amazon,PG,3/11/21,Adventure,English,-,"$9,882,125.00 ",84
The Communion Girl,16+,2/12/23,Horror,de,comunión,-,103
Warrior,PG-13,9/9/11,Drama,English,"$25,000,000.00 ","$23,308,615.00 ",140
The Redeem Team,M18,10/7/22,Documentary,English,-,-,98
Batman,PG-13,6/23/89,Fantasy,English,"$35,000,000.00 ","$411,348,924.00 ",126
Ghost Rider: Spirit of Vengeance,PG-13,2/17/12,Action,English,"$57,000,000.00 ","$132,563,930.00 ",96
Pil's Adventures,U,12/2/21,Animation,Released,Language,"$6,813,652.00 ",89
The Magnificent Seven,PG-13,9/22/16,Adventure,English,"$90,000,000.00 ","$162,360,636.00 ",132
Missing,PG13,3/2/23,Thriller,English,"$1,000,000.00 ","$23,000,000.00 ",111
Fireproof,PG,9/26/08,Drama,English,"$500,000.00 ","$33,456,317.00 ",122
The Greatest Beer Run Ever,NC16,9/30/22,Drama,English,"$2,800,000.00 ",-,126
Total Recall,R,6/1/90,Action,English,"$65,000,000.00 ","$261,317,921.00 ",113
Finding Grace,12,4/21/20,Drama,English,-,-,106
Office Love: Behind Closed Doors,,7/20/85,Romance,Status,Original,-,71
Barbie as Rapunzel,G,10/1/02,Animation,English,-,-,84
Final Destination 3,PG,2/23/06,Horror,English,"$25,000,000.00 ","$118,890,272.00 ",93
Do Revenge,R21,9/16/22,Comedy,English,-,-,118
The Stranger by the Shore,PG-12,9/11/20,Animation,Released,Language,-,
Treasure Planet,PG,11/27/02,Adventure,English,"$140,000,000.00 ","$109,578,115.00 ",95
Rush Hour 3,PG-13,8/10/07,Action,English,"$140,000,000.00 ","$258,022,233.00 ",91
Dunkirk,PG13,7/20/17,War,English,"$100,000,000.00 ","$527,000,000.00 ",107
Armageddon,PG-13,7/1/98,Action,English,"$140,000,000.00 ","$553,799,566.00 ",151
Mutual Relations,19+,11/26/15,Comedy,Released,Language,-,90
Finding Dory,PG,6/16/16,Adventure,English,"$200,000,000.00 ","$1,028,570,889.00 ",97
Hercules,PG-13,7/24/14,Action,English,"$100,000,000.00 ","$244,819,862.00 ",99
The Revenant,M18,1/7/16,Western,English,"$135,000,000.00 ","$532,950,503.00 ",157
Insidious: The Last Key,PG-13,1/5/18,Horror,English,"$10,000,000.00 ","$167,184,112.00 ",103
Dumbo,G,11/5/45,Animation,English,"$812,000.00 ","$1,600,000.00 ",64
Ferdinand,PG,12/15/17,Animation,English,"$111,000,000.00 ","$295,038,508.00 ",108
Tangled Ever After,G,1/13/12,Animation,English,-,-,
Battleship,PG-13,4/12/12,Thriller,English,"$209,000,000.00 ","$303,025,485.00 ",131
The Last Mercenary,PG13,7/30/21,Action,Mercenaire,Released,-,110
Solitary,15,8/31/20,Science Fiction,English,-,-,89
What Happened to Monday,R,8/18/17,Science Fiction,English,"$20,000,000.00 ","$27,975,429.00 ",123
The Big Doll House,R,4/30/71,Action,English,-,-,95
Nice Sister-In-Law 3,19+,6/7/18,Romance,Released,Language,-,82
Dark Phoenix,PG13,6/5/19,Science Fiction,English,"$200,000,000.00 ","$252,442,974.00 ",114
Hachi: A Dog's Tale,G,6/8/09,Drama,English,"$16,000,000.00 ","$46,749,646.00 ",93
Midway,PG13,11/7/19,War,English,"$100,000,000.00 ","$127,420,861.00 ",138
No Strings Attached,R,1/21/11,Comedy,English,"$25,000,000.00 ","$149,228,077.00 ",107
Independence Day,PG-13,6/25/96,Action,English,"$75,000,000.00 ","$817,400,891.00 ",145
Dragon Ball: Yo! Son Goku and His Friends Return!!,,9/21/08,Animation,Status,Original,-,
Jurassic Hunt,R,8/24/21,Action,English,-,-,83
Adultery Alumni Association,19+,3/2/18,Drama,Status,Original,-,82
Bad Luck Banging or Loony Porn,18+,11/26/21,Comedy,bucluc,porno,-,106
Zack and Miri Make a Porno,R,9/18/08,Comedy,English,"$24,000,000.00 ","$42,105,111.00 ",102
Japanese Mom 2,19+,10/31/17,Romance,2,Released,-,80
Riddick,R,9/12/13,Science Fiction,English,"$38,000,000.00 ","$98,337,295.00 ",119
12 Angry Men,NR,4/10/57,Drama,English,"$350,000.00 ","$1,000,000.00 ",97
The Medium,M18,8/12/21,Horror,Released,Language,"$7,230,000.00 ",131
